Country,year,gdp,pp,carbonpercapital
Australia,1952,11824,8595064,7.0042
Australia,1953,11963,8782177,6.7676
Australia,1954,12419,8970121,7.5627
Australia,1955,12795,9165700,7.7107
Australia,1956,12924,9371781,7.7925
Australia,1957,12895,9587459,7.7723
Australia,1958,13238,9808595,7.9123
Australia,1959,13753,10028799,8.3468
Australia,1960,14013,10242070,8.6036
Australia,1961,13793,10445836,8.6641
Australia,1962,14389,10643420,8.9091
Australia,1963,14983,10845179,9.3068
Australia,1964,15699,11065419,9.8393
Australia,1965,16182,11313186,10.6825
Australia,1966,16324,11593402,10.3696
Australia,1967,17108,11899644,10.8528
Australia,1968,17770,12215704,11.0102
Australia,1969,18428,12518931,11.3527
Australia,1970,19166,12793030,11.5281
Australia,1971,19590,13033130,11.7109
Australia,1972,19772,13244163,11.8797
Australia,1973,20527,13431790,12.7183
Australia,1974,20698,13605574,12.656
Australia,1975,20993,13773290,12.7578
Australia,1976,21613,13935722,12.4915
Australia,1977,21592,14092545,13.3126
Australia,1978,21948,14249403,14.1637
Australia,1979,22826,14413002,14.2146
Australia,1980,22972,14588400,15.1173
Australia,1981,23368,14777241,15.574
Australia,1982,22972,14979203,15.6148
Australia,1983,22697,15194644,14.7942
Australia,1984,24009,15423156,15.3257
Australia,1985,24927,15663672,15.3858
Australia,1986,25116,15917580,15.0609
Australia,1987,25971,16183159,15.8104
Australia,1988,26702,16452258,15.8575
Australia,1989,27407,16713989,16.6029
Australia,1990,27373,16960600,16.4714
Australia,1991,26861.27539,17189235,16.3981
Australia,1992,27560.17773,17402179,16.4538
Australia,1993,28622.47656,17603211,16.5495
Australia,1994,29844.17188,17798526,16.8601
Australia,1995,30690.0625,17993083,17.1189
Australia,1996,31740.46875,18189274,17.3911
Australia,1997,32857.99219,18387205,17.7901
Australia,1998,34337.14063,18587027,18.2222
Australia,1999,35551.01953,18788187,18.4477
Australia,2000,36603.04688,18991434,18.5252
Australia,2001,37275.99219,19194676,18.7789
Australia,2002,38567.06641,19401366,18.922
Australia,2003,39523.65625,19624163,19.0191
Australia,2004,40887.72656,19879654,19.4554
Australia,2005,41904.44531,20178543,19.2086
Australia,2006,42650.98438,20526300,19.3554
Australia,2007,44033.58203,20916339,19.2159
Australia,2008,44421.64063,21332293,19.2034
Australia,2009,44686.54297,21750852,18.4508
Australia,2010,45400.22266,22154687,18.2595
Australia,2011,46132,22538002,17.9849
Australia,2012,46999,22903951,17.5806
Australia,2013,47250,23254912,16.907
Australia,2014,47867,23596426,16.9201
Australia,2015,48357,23932499,16.8507
Australia,2016,48845,24262710,17.1434
Australia,2017,49265.61328,24584619,16.8704
Australia,2018,49830.80078,24898153,16.7081
Australia,2019,,25203200,
Australia,2020,,25499881,
Bangladesh,1952,874,39489861,0.0328
Bangladesh,1953,872,40292411,0.0327
Bangladesh,1954,872,41149830,0.0325
Bangladesh,1955,810,42086305,0.0328
Bangladesh,1956,878,43113922,0.0379
Bangladesh,1957,845,44233217,0.0382
Bangladesh,1958,813,45434542,0.0417
Bangladesh,1959,838,46700569,0.0394
Bangladesh,1960,869,48013505,0.0461
Bangladesh,1961,899,49362834,0.0464
Bangladesh,1962,877,50752150,0.0496
Bangladesh,1963,947,52202008,0.0554
Bangladesh,1964,939,53741721,0.0554
Bangladesh,1965,969,55385114,0.0564
Bangladesh,1966,963,57157651,0.0556
Bangladesh,1967,921,59034250,0.0571
Bangladesh,1968,987,60918452,0.0635
Bangladesh,1969,980,62679765,0.0598
Bangladesh,1970,1004,64232486,0.0592
Bangladesh,1971,934,65531635,0.055
Bangladesh,1972,807,66625706,0.0526
Bangladesh,1973,792,67637541,0.0673
Bangladesh,1974,872,68742222,0.0677
Bangladesh,1975,843,70066310,0.0693
Bangladesh,1976,862,71652386,0.0775
Bangladesh,1977,843,73463593,0.0787
Bangladesh,1978,878,75450033,0.0793
Bangladesh,1979,894,77529040,0.0853
Bangladesh,1980,875,79639498,0.0954
Bangladesh,1981,878,81767516,0.0964
Bangladesh,1982,869,83932132,0.1019
Bangladesh,1983,891,86142490,0.0951
Bangladesh,1984,918,88416529,0.1027
Bangladesh,1985,925,90764180,0.1123
Bangladesh,1986,944,93187593,0.1224
Bangladesh,1987,960,95671159,0.1233
Bangladesh,1988,964,98186350,0.1373
Bangladesh,1989,966,100695496,0.1329
Bangladesh,1990,1006,103171957,0.1365
Bangladesh,1991,1031.429932,105599125,0.1396
Bangladesh,1992,1062.460449,107983708,0.1424
Bangladesh,1993,1095.656372,110350641,0.1456
Bangladesh,1994,1136.418457,112737684,0.1556
Bangladesh,1995,1182.951416,115169933,0.1827
Bangladesh,1996,1234.084106,117649927,0.1827
Bangladesh,1997,1291.512573,120160571,0.1925
Bangladesh,1998,1348.149902,122682818,0.1891
Bangladesh,1999,1412.981323,125189655,0.2003
Bangladesh,2000,1485.309204,127657862,0.2078
Bangladesh,2001,1551.196533,130088709,0.2386
Bangladesh,2002,1621.266968,132478076,0.2414
Bangladesh,2003,1710.731445,134791598,0.2482
Bangladesh,2004,1812.624756,136986429,0.2624
Bangladesh,2005,1925.606201,139035505,0.271
Bangladesh,2006,2057.698486,140921154,0.2958
Bangladesh,2007,2194.422363,142660381,0.2989
Bangladesh,2008,2321.050537,144304164,0.3139
Bangladesh,2009,2448.886963,145924795,0.3368
Bangladesh,2010,2599.208496,147575433,0.3659
Bangladesh,2011,2772,149273134,0.3789
Bangladesh,2012,2914,151005733,0.4019
Bangladesh,2013,3057,152761413,0.4044
Bangladesh,2014,3217,154517385,0.427
Bangladesh,2015,3402,156256287,0.469
Bangladesh,2016,3604,157977151,0.4841
Bangladesh,2017,3837.050293,159685421,0.5069
Bangladesh,2018,4099.25293,161376713,0.5118
Bangladesh,2019,,,
Bangladesh,2020,,,
Belgium,1952,9035,8727988,9.5628
Belgium,1953,9274,8779267,9.3828
Belgium,1954,9610,8832697,9.7065
Belgium,1955,10010,8887275,10.3538
Belgium,1956,10237,8942408,10.8226
Belgium,1957,10353,8997845,10.7234
Belgium,1958,10268,9053640,9.6851
Belgium,1959,10533,9110067,9.6937
Belgium,1960,11081,9167361,9.9165
Belgium,1961,11561,9225414,10.0481
Belgium,1962,12087,9283545,10.5583
Belgium,1963,12532,9340419,11.3139
Belgium,1964,13295,9394300,11.0231
Belgium,1965,13643,9443948,11.1533
Belgium,1966,13989,9488759,11.0759
Belgium,1967,14461,9529046,11.2667
Belgium,1968,15009,9565591,12.3816
Belgium,1969,15969,9599651,12.8642
Belgium,1970,16914,9632179,13.0283
Belgium,1971,17486,9663323,12.5599
Belgium,1972,18336,9692845,13.4777
Belgium,1973,19399,9720750,14.2622
Belgium,1974,20153,9747023,13.8453
Belgium,1975,19831,9771582,12.4671
Belgium,1976,20916,9794771,13.2395
Belgium,1977,21025,9816693,12.8556
Belgium,1978,21605,9836812,13.7697
Belgium,1979,22094,9854372,14.1852
Belgium,1980,23060,9868999,13.6626
Belgium,1981,22760,9880594,12.5067
Belgium,1982,23071,9889819,11.8407
Belgium,1983,23071,9897877,10.2246
Belgium,1984,23644,9906370,10.5959
Belgium,1985,23873,9916577,10.4879
Belgium,1986,24221,9928539,10.3104
Belgium,1987,24772,9942281,10.3184
Belgium,1988,25905,9959011,10.0153
Belgium,1989,26690,9980175,10.7004
Belgium,1990,27412,10006545,12.0229
Belgium,1991,27848.30469,10039450,12.2894
Belgium,1992,28199.57422,10078098,12.1556
Belgium,1993,27857.25,10118684,12.0014
Belgium,1994,28706.5,10155909,12.2892
Belgium,1995,29370.08789,10186304,12.3638
Belgium,1996,29820.29883,10208265,12.6838
Belgium,1997,30894.2832,10223785,12.127
Belgium,1998,31480.74414,10237298,12.7191
Belgium,1999,32571.67383,10255161,12.1598
Belgium,2000,33719.76953,10282046,12.3244
Belgium,2001,33923.34375,10319026,12.2168
Belgium,2002,34419.69531,10364879,12.2398
Belgium,2003,34588.47656,10419029,12.3092
Belgium,2004,35740.35156,10480118,12.2881
Belgium,2005,36338.38281,10546885,11.9126
Belgium,2006,37051.90234,10619484,11.6657
Belgium,2007,38082.875,10697576,11.2623
Belgium,2008,38117.34766,10778764,11.1498
Belgium,2009,36998.64844,10859934,9.9183
Belgium,2010,37739.32813,10938735,10.4714
Belgium,2011,38130,11013860,9.5358
Belgium,2012,37906,11085355,9.2361
Belgium,2013,37737,11154008,9.2032
Belgium,2014,38228,11221225,8.6325
Belgium,2015,38569,11287931,8.9525
Belgium,2016,38766,11354407,8.7959
Belgium,2017,39352.16406,11419752,8.7084
Belgium,2018,39756.20313,11482180,8.7289
Belgium,2019,,11539326,
Belgium,2020,,11589616,
Brazil,1952,2377,57283658,0.4353
Brazil,1953,2418,58999276,0.4274
Brazil,1954,2531,60749490,0.4885
Brazil,1955,2675,62533920,0.5441
Brazil,1956,2672,64355709,0.5688
Brazil,1957,2793,66221469,0.5432
Brazil,1958,3005,68140426,0.5731
Brazil,1959,3201,70123372,0.5564
Brazil,1960,3398,72179235,0.6491
Brazil,1961,3585,74311338,0.6613
Brazil,1962,3711,76514329,0.7009
Brazil,1963,3623,78772647,0.7052
Brazil,1964,3637,81064572,0.699
Brazil,1965,3617,83373533,0.6756
Brazil,1966,3747,85696502,0.7495
Brazil,1967,3795,88035815,0.751
Brazil,1968,4050,90387079,0.8555
Brazil,1969,4313,92746607,0.908
Brazil,1970,4635,95113265,0.9846
Brazil,1971,5024,97482928,1.0513
Brazil,1972,5480,99859388,1.1431
Brazil,1973,6086,102259497,1.2925
Brazil,1974,6416,104706193,1.3665
Brazil,1975,6582,107216209,1.4054
Brazil,1976,7079,109790943,1.4079
Brazil,1977,7248,112425392,1.4433
Brazil,1978,7425,115121158,1.5298
Brazil,1979,7736,117878412,1.5892
Brazil,1980,8249,120694012,1.5406
Brazil,1981,7709,123570327,1.3808
Brazil,1982,7587,126498322,1.3512
Brazil,1983,7203,129448815,1.2787
Brazil,1984,7438,132383568,1.2666
Brazil,1985,7862,135274083,1.3307
Brazil,1986,8281,138108915,1.4285
Brazil,1987,8402,140891606,1.461
Brazil,1988,8230,143627505,1.4454
Brazil,1989,8333,146328305,1.4497
Brazil,1990,7842,149003225,1.4675
Brazil,1991,7888.04834,151648007,1.5127
Brazil,1992,7812.794434,154259382,1.5143
Brazil,1993,8166.23584,156849086,1.5576
Brazil,1994,8615.688477,159432717,1.5932
Brazil,1995,8951.694336,162019889,1.6583
Brazil,1996,9124.515625,164614682,1.7575
Brazil,1997,9409.946289,167209046,1.8357
Brazil,1998,9419.107422,169785253,1.8692
Brazil,1999,9441.758789,172318674,1.8991
Brazil,2000,9834.424805,174790339,1.9462
Brazil,2001,9953.30957,177196051,1.9536
Brazil,2002,10245.06934,179537523,1.937
Brazil,2003,10354.5957,181809244,1.8956
Brazil,2004,10949.66016,184006479,1.9642
Brazil,2005,11305.77148,186127108,1.9576
Brazil,2006,11766.60547,188167353,1.9603
Brazil,2007,12500.00684,190130445,2.0542
Brazil,2008,13164.01172,192030362,2.1488
Brazil,2009,13180.89063,193886505,2.0103
Brazil,2010,14215.6123,195713637,2.2496
Brazil,2011,14831,197514541,2.342
Brazil,2012,14985,199287292,2.5005
Brazil,2013,15306,201035904,2.6484
Brazil,2014,15258,202763744,2.7515
Brazil,2015,15826,204471759,2.5889
Brazil,2016,13873,206163056,2.3901
Brazil,2017,13951.59961,207833825,2.4094
Brazil,2018,14033.56543,209469320,2.3091
Brazil,2019,,211049519,
Brazil,2020,,212559409,
Canada,1952,12486,14445453,11.0352
Canada,1953,12726,14834905,10.8264
Canada,1954,12272,15245416,10.6896
Canada,1955,13072,15673764,10.8125
Canada,1956,13791,16114734,11.7782
Canada,1957,13719,16561262,11.0385
Canada,1958,13603,17004835,10.712
Canada,1959,13829,17436204,10.5804
Canada,1960,13952,17847404,10.798
Canada,1961,14080,18233965,10.6395
Canada,1962,14787,18596848,11.1304
Canada,1963,15248,18943237,11.1338
Canada,1964,15938,19284228,12.3198
Canada,1965,16694,19627973,12.8346
Canada,1966,17448,19975695,12.9695
Canada,1967,17658,20324786,13.8568
Canada,1968,18297,20674999,14.668
Canada,1969,18988,21025257,14.6072
Canada,1970,19207,21374326,15.962
Canada,1971,20024,21723465,16.2169
Canada,1972,20837,22072193,17.2521
Canada,1973,22058,22415313,17.0095
Canada,1974,22643,22745896,17.1291
Canada,1975,22819,23059266,17.2073
Canada,1976,23754,23354587,17.0828
Canada,1977,24265,23634377,17.2541
Canada,1978,24994,23901716,17.3849
Canada,1979,25775,24161133,18.2805
Canada,1980,25784,24416885,18.1369
Canada,1981,26256,24668159,17.4164
Canada,1982,25151,24916538,16.6337
Canada,1983,25625,25171436,16.2223
Canada,1984,26836,25444886,16.7119
Canada,1985,28025,25744807,16.3807
Canada,1986,28472,26075504,15.5206
Canada,1987,29246,26432894,16.3048
Canada,1988,30275,26806125,16.9987
Canada,1989,30458,27179497,17.0307
Canada,1990,30082,27541323,16.6298
Canada,1991,29151.69727,27888813,16.1247
Canada,1992,29141.19141,28224410,16.4227
Canada,1993,29657.57422,28547964,16.2531
Canada,1994,30745.82227,28860734,16.5715
Canada,1995,31330.7207,29164153,16.8341
Canada,1996,31594.24219,29457820,17.211
Canada,1997,32709.69141,29742378,17.5265
Canada,1998,33785.74609,30022078,17.6199
Canada,1999,35345.72266,30302511,17.9434
Canada,2000,36942.5625,30588379,18.5218
Canada,2001,37307.20703,30880072,18.1037
Canada,2002,38123.98828,31178260,18.111
Canada,2003,38559.97656,31488046,18.4941
Canada,2004,39491.57031,31815490,18.254
Canada,2005,40485.01953,32164313,17.9035
Canada,2006,41247.14844,32536994,17.5618
Canada,2007,41806.86328,32930795,18.058
Canada,2008,41896.42578,33337638,17.3788
Canada,2009,40312.62109,33746093,16.1977
Canada,2010,41209.42578,34147566,16.3644
Canada,2011,42197,34539156,16.4993
Canada,2012,42445,34922031,16.301
Canada,2013,42994,35296535,16.2537
Canada,2014,43607,35664338,15.9981
Canada,2015,43619,36026668,15.9066
Canada,2016,43745,36382942,15.3799
Canada,2017,44591.64063,36732091,15.5004
Canada,2018,44868.74219,37074558,15.6299
Canada,2019,,37411038,
Canada,2020,,37742157,
China,1952,1047,582576497,0.2197
China,1953,1157,593365882,0.2255
China,1954,1049,603052316,0.2668
China,1955,1119,612241552,0.3112
China,1956,1189,621363233,0.3473
China,1957,1195,630677648,0.4056
China,1958,1173,640295777,0.8193
China,1959,1117,650212731,1.1076
China,1960,1057,660408054,1.2096
China,1961,874,670952701,0.8505
China,1962,926,682102654,0.6738
China,1963,1034,694339084,0.6579
China,1964,1152,708254602,0.6504
China,1965,1253,724218970,0.6908
China,1966,1261,742414887,0.7401
China,1967,1237,762581176,0.6035
China,1968,1178,784074715,0.632
China,1969,1264,805985941,0.754
China,1970,1398,827601385,0.9763
China,1971,1446,848759709,1.0712
China,1972,1431,869485962,1.114
China,1973,1513,889485368,1.1336
China,1974,1519,908464206,1.1317
China,1975,1594,926240889,1.2774
China,1976,1519,942685412,1.301
China,1977,1583,957891271,1.3998
China,1978,1744,972205441,1.5355
China,1979,1859,986132214,1.5471
China,1980,1930,1000089228,1.4944
China,1981,1962,1014022211,1.4561
China,1982,2128,1027948989,1.5629
China,1983,2227,1042431401,1.6253
China,1984,2444,1058171973,1.7434
China,1985,2619,1075589363,1.8577
China,1986,2748,1095014106,1.9216
China,1987,2931,1116095475,2.0229
China,1988,3045,1137724234,2.1322
China,1989,3022,1158357393,2.1269
China,1990,2982,1176883681,2.1114
China,1991,3051.315186,1192897277,2.1847
China,1992,3227.744141,1206711243,2.263
China,1993,3506.47998,1218817059,2.3971
China,1994,3730.164063,1230020026,2.5203
China,1995,3999.729248,1240920539,2.706
China,1996,4219.644043,1251636178,2.7989
China,1997,4310.828125,1261996017,2.7814
China,1998,4309.847168,1271982349,2.6419
China,1999,4466.736328,1281514833,2.6144
China,2000,4730.354492,1290550767,2.6649
China,2001,4995.144531,1299129747,2.7056
China,2002,5343.112305,1307352256,2.9622
China,2003,5649.463379,1315303522,3.4555
China,2004,6067.591309,1323084639,3.9482
China,2005,6626.591797,1330776380,4.4159
China,2006,7271.035645,1338408644,4.8481
China,2007,7895.712891,1345993891,5.1847
China,2008,8190.112305,1353569480,5.5386
China,2009,8734.041016,1361169410,5.7939
China,2010,9658.418945,1368810604,6.295
China,2011,10221,1376497633,6.9223
China,2012,10680,1384206408,7.0623
China,2013,11328,1391883335,7.1506
China,2014,11944,1399453966,7.1353
China,2015,12244,1406847868,7.0003
China,2016,12569,1414049353,6.8742
China,2017,12733.93164,1421021794,6.9812
China,2018,13101.70605,1427647789,7.2077
China,2019,,1433783692,
China,2020,,1439323774,
Colombia,1952,3529,12633899,0.6833
Colombia,1953,3629,12993849,0.8282
Colombia,1954,3759,13374543,0.7194
Colombia,1955,3783,13774999,0.8671
Colombia,1956,3811,14194561,0.8876
Colombia,1957,3826,14632794,0.9329
Colombia,1958,3798,15089522,0.9263
Colombia,1959,3942,15564624,1.0335
Colombia,1960,3980,16057714,1.0207
Colombia,1961,4049,16567817,1.0983
Colombia,1962,4135,17092919,1.1361
Colombia,1963,4140,17629978,1.2044
Colombia,1964,4264,18175187,1.193
Colombia,1965,4286,18725242,1.2207
Colombia,1966,4383,19279734,1.2176
Colombia,1967,4438,19837508,1.2445
Colombia,1968,4581,20393704,1.303
Colombia,1969,4744,20942453,1.3378
Colombia,1970,4932,21480064,1.3208
Colombia,1971,5091,22003983,1.3762
Colombia,1972,5348,22516429,1.3957
Colombia,1973,5577,23024512,1.4607
Colombia,1974,5767,23538390,1.5462
Colombia,1975,5772,24065502,1.488
Colombia,1976,5918,24608102,1.5434
Colombia,1977,6046,25164544,1.5594
Colombia,1978,6443,25733669,1.614
Colombia,1979,6658,26312996,1.6823
Colombia,1980,6786,26900508,1.6421
Colombia,1981,6782,27496608,1.6097
Colombia,1982,6698,28101824,1.6255
Colombia,1983,6655,28714183,1.7138
Colombia,1984,6741,29331230,1.6604
Colombia,1985,6809,29951194,1.6053
Colombia,1986,7071,30572479,1.5947
Colombia,1987,7296,31195417,1.6068
Colombia,1988,7442,31822527,1.6346
Colombia,1989,7533,32457497,1.6265
Colombia,1990,7693,33102569,1.7188
Colombia,1991,7713.021973,33758328,1.6782
Colombia,1992,7888.105469,34422568,1.7865
Colombia,1993,8180.870605,35091272,1.8049
Colombia,1994,8447.857422,35758978,1.8678
Colombia,1995,8735.882813,36421438,1.6138
Colombia,1996,8770.583008,37076387,1.6121
Colombia,1997,8952.472656,37723803,1.7097
Colombia,1998,8863.261719,38364307,1.6984
Colombia,1999,8382.139648,38999468,1.4042
Colombia,2000,8496.791992,39629965,1.4196
Colombia,2001,8528.033203,40255956,1.3896
Colombia,2002,8630.541992,40875363,1.3561
Colombia,2003,8855.217773,41483872,1.3763
Colombia,2004,9211.279297,42075953,1.2969
Colombia,2005,9524.722656,42647731,1.4083
Colombia,2006,10039.68262,43200901,1.4353
Colombia,2007,10602.30469,43737512,1.3759
Colombia,2008,10846.7373,44254972,1.506
Colombia,2009,10894.10254,44750054,1.6214
Colombia,2010,11191.68652,45222699,1.6867
Colombia,2011,11788,45662747,1.6661
Colombia,2012,12123,46075721,1.7304
Colombia,2013,12568,46495492,1.8804
Colombia,2014,12972,46967706,1.8885
Colombia,2015,13218,47520667,1.9353
Colombia,2016,13326,48175048,1.9355
Colombia,2017,13358.03223,48909844,1.7644
Colombia,2018,13545.0498,49661056,1.7092
Colombia,2019,,50339443,
Colombia,2020,,50882884,
Egypt,1952,1435,21473792,0.5073
Egypt,1953,1425,22028132,0.4893
Egypt,1954,1417,22611502,0.5159
Egypt,1955,1411,23223125,0.4583
Egypt,1956,1443,23861509,0.4167
Egypt,1957,1474,24524531,0.4859
Egypt,1958,1510,25209459,0.5428
Egypt,1959,1545,25913227,0.4904
Egypt,1960,1580,26632891,0.602
Egypt,1961,1643,27366239,0.6236
Egypt,1962,1712,28112258,0.6606
Egypt,1963,1785,28871383,0.7456
Egypt,1964,1859,29644875,0.8599
Egypt,1965,1934,30433024,0.9072
Egypt,1966,1900,31237597,0.8494
Egypt,1967,1835,32056506,0.613
Egypt,1968,1827,32881852,0.6956
Egypt,1969,1914,33703127,0.5835
Egypt,1970,1999,34513851,0.6274
Egypt,1971,2045,35311905,0.6517
Egypt,1972,2047,36102670,0.7056
Egypt,1973,2063,36896551,0.644
Egypt,1974,2099,37708144,0.6919
Egypt,1975,2265,38549133,0.8057
Egypt,1976,2560,39422731,0.8739
Egypt,1977,2817,40329589,0.9377
Egypt,1978,2939,41275728,0.9512
Egypt,1979,3076,42267429,1.0147
Egypt,1980,3298,43309063,1.0431
Egypt,1981,3309,44400113,1.1465
Egypt,1982,3543,45539295,1.2392
Egypt,1983,3701,46728284,1.2194
Egypt,1984,3810,47968643,1.328
Egypt,1985,3939,49258726,1.2953
Egypt,1986,3921,50602360,1.4701
Egypt,1987,3929,51991696,1.4351
Egypt,1988,4001,53399243,1.3916
Egypt,1989,4030,54788680,1.3124
Egypt,1990,4022,56134478,1.34
Egypt,1991,4180.132813,57424552,1.346
Egypt,1992,4338.953613,58666812,1.3626
Egypt,1993,4542.632324,59880656,1.541
Egypt,1994,4746.588379,61095804,1.384
Egypt,1995,5001.066895,62334025,1.5223
Egypt,1996,5293.100586,63601632,1.4712
Egypt,1997,5594.597168,64892269,1.6568
Egypt,1998,5884.801758,66200259,1.8348
Egypt,1999,6211.015625,67515591,1.844
Egypt,2000,6593.531738,68831561,2.039
Egypt,2001,6914.937012,70152662,1.7718
Egypt,2002,7142.686523,71485044,1.7596
Egypt,2003,7365.802734,72826102,2.0111
Egypt,2004,7661.859863,74172073,2.0108
Egypt,2005,8021.883301,75523576,2.1853
Egypt,2006,8509.614258,76873670,2.2897
Egypt,2007,9130.597656,78232124,2.3764
Egypt,2008,9698.016602,79636081,2.4457
Egypt,2009,10159.00195,81134789,2.5041
Egypt,2010,10719.29102,82761244,2.4268
Egypt,2011,10737,84529251,2.5202
Egypt,2012,10767,86422240,2.4151
Egypt,2013,10775,88404652,2.3409
Egypt,2014,11016,90424668,2.4514
Egypt,2015,11159,92442549,2.3708
Egypt,2016,11351,94447071,2.4789
Egypt,2017,11619.68848,96442590,2.5985
Egypt,2018,11957.21191,98423602,2.3137
Egypt,2019,,100388076,
Egypt,2020,,102334403,
France,1952,8869,42315598,5.3689
France,1953,9060,42654661,5.0344
France,1954,9428,43024817,5.266
France,1955,9881,43411377,5.5108
France,1956,10278,43808997,6.1351
France,1957,10779,44221224,6.283
France,1958,10927,44659052,5.9671
France,1959,11124,45138433,5.8108
France,1960,11792,45673147,6.4676
France,1961,12302,46266974,6.8009
France,1962,12859,46907043,7.074
France,1963,13330,47560825,7.1023
France,1964,14057,48184414,7.6372
France,1965,14609,48746653,7.4459
France,1966,15213,49232536,7.7003
France,1967,15792,49651080,8.125
France,1968,16365,50024587,8.3349
France,1969,17352,50387441,8.7758
France,1970,18187,50763921,9.0522
France,1971,18881,51162569,9.6185
France,1972,19549,51573268,9.9369
France,1973,20441,51979531,10.3388
France,1974,20902,52356793,9.9167
France,1975,20653,52688575,9.1136
France,1976,21465,52969314,9.8545
France,1977,22177,53208549,9.4935
France,1978,22698,53423112,9.8643
France,1979,23326,53637073,9.895
France,1980,23537,53868006,9.4543
France,1981,23655,54121009,8.4536
France,1982,24120,54391469,8.0639
France,1983,24300,54675370,7.7102
France,1984,24519,54965167,7.4612
France,1985,24755,55254838,7.2972
France,1986,25238,55545271,6.99
France,1987,25756,55837622,6.9015
France,1988,26763,56126337,6.8197
France,1989,27576,56404303,7.0346
France,1990,28129,56666861,6.9352
France,1991,28294.26367,56913580,7.3292
France,1992,28619.80469,57147213,7.1216
France,1993,28336.16016,57370375,6.7573
France,1994,28907.97656,57587122,6.6165
France,1995,29418.86328,57801887,6.6776
France,1996,29736.64453,58012055,6.9365
France,1997,30341.80664,58220657,6.7887
France,1998,31323.07813,58444245,7.0821
France,1999,32284.61133,58704381,7.0105
France,2000,33409.67969,59015092,6.8779
France,2001,33920.09766,59384126,6.9132
France,2002,34152.77344,59803434,6.7891
France,2003,34292.03125,60251591,6.8371
France,2004,35093.82422,60697977,6.8066
France,2005,35495.46484,61120128,6.7984
France,2006,36166.16016,61508924,6.5968
France,2007,36845.68359,61869229,6.3913
France,2008,36761.79297,62209207,6.2369
France,2009,35534.92578,62542883,5.8941
France,2010,36086.72656,62879535,5.9888
France,2011,36691,63222229,5.5951
France,2012,36571,63564224,5.5996
France,2013,36632,63893521,5.5958
France,2014,36527,64193550,5.0766
France,2015,36827,64453194,5.1186
France,2016,37124,64667590,5.1584
France,2017,37895,64842513,5.1971
France,2018,38515.91797,64990512,4.9603
France,2019,,65129731,
France,2020,,65273512,
Germany,1952,7257,70620275,8.6516
Germany,1953,7818,70929839,8.7903
Germany,1954,8364,71233393,9.2616
Germany,1955,9240,71537454,10.1136
Germany,1956,9846,71850645,10.6637
Germany,1957,10348,72183453,10.7768
Germany,1958,10739,72547581,10.426
Germany,1959,11440,72954885,10.3598
Germany,1960,12282,73414229,11.0871
Germany,1961,12675,73928077,11.2926
Germany,1962,13106,74489450,11.8563
Germany,1963,13367,75080749,12.5931
Germany,1964,14062,75677305,12.8033
Germany,1965,14642,76258034,12.5902
Germany,1966,14964,76819570,12.3852
Germany,1967,14979,77357251,12.1027
Germany,1968,15723,77847179,12.6503
Germany,1969,16641,78260756,13.4423
Germany,1970,17277,78578381,13.0573
Germany,1971,17657,78789931,13.1646
Germany,1972,18301,78901826,13.1997
Germany,1973,19074,78932455,13.7553
Germany,1974,19228,78909808,13.4676
Germany,1975,19193,78856031,12.7124
Germany,1976,20218,78781740,13.8464
Germany,1977,20837,78687323,13.3771
Germany,1978,21447,78573588,13.734
Germany,1979,22305,78438171,14.2518
Germany,1980,22497,78283101,14.0524
Germany,1981,22553,78107860,13.424
Germany,1982,22380,77926016,13.0346
Germany,1983,22840,77770210,13.0076
Germany,1984,23564,77682293,13.3009
Germany,1985,24133,77691591,13.4393
Germany,1986,24657,77806136,13.4626
Germany,1987,25027,78015742,13.2338
Germany,1988,25759,78307525,13.1408
Germany,1989,26393,78660301,12.8247
Germany,1990,25391,79053984,13.3134
Germany,1991,26769.96094,79490831,12.759
Germany,1992,27385.05469,79963166,12.0792
Germany,1993,27250.70117,80428557,11.888
Germany,1994,28140.05664,80832928,11.6266
Germany,1995,28868.94531,81138653,11.5724
Germany,1996,29349.98242,81323666,11.7942
Germany,1997,30186.94531,81399250,11.4414
Germany,1998,31129.58398,81402671,11.3431
Germany,1999,32087.60352,81389935,11.0072
Germany,2000,33367.28516,81400883,11.0546
Germany,2001,34260.28906,81453894,11.2536
Germany,2002,34590.92969,81535124,11.0378
Germany,2003,34716.44141,81614371,11.0416
Germany,2004,35528.71484,81646474,10.865
Germany,2005,36205.57422,81602739,10.6209
Germany,2006,38014.13672,81472235,10.7806
Germany,2007,39752.20703,81277836,10.4779
Germany,2008,40715.43359,81065751,10.5461
Germany,2009,38962.9375,80899961,9.7688
Germany,2010,41109.58203,80827001,10.3053
Germany,2011,43189,80855629,10.0082
Germany,2012,43320,80972629,10.0526
Germany,2013,43413,81174373,10.2428
Germany,2014,43922,81450370,9.7309
Germany,2015,44293,81787411,9.7278
Germany,2016,44689,82193770,9.7415
Germany,2017,45619.78516,82658409,9.5076
Germany,2018,46177.61719,83124413,9.0721
Germany,2019,,83517046,
Germany,2020,,83783945,
India,1952,1003,388799076,0.1736
India,1953,1047,395544365,0.1739
India,1954,1071,402578594,0.1801
India,1955,1078,409880606,0.1924
India,1956,1117,417442811,0.1958
India,1957,1084,425270709,0.2157
India,1958,1141,433380978,0.2213
India,1959,1143,441798571,0.2299
India,1960,1200,450547675,0.2474
India,1961,1208,459642166,0.2622
India,1962,1208,469077191,0.283
