Country,year,gdp,pp,carbonpercapital
South Korea,2015,35269,50823087,12.4985
South Korea,2016,36103,50983446,12.5386
South Korea,2017,37093.21484,51096408,12.8335
South Korea,2018,37927.60938,51171700,13.125
South Korea,2019,,51225321,
South Korea,2020,,51269183,
Spain,1952,4105,28399033,1.3241
Spain,1953,4066,28600360,1.3612
Spain,1954,4328,28818012,1.3785
Spain,1955,4442,29048392,1.3864
Spain,1956,4769,29290079,1.4453
Spain,1957,4900,29543626,1.6996
Spain,1958,5176,29811311,1.8742
Spain,1959,5085,30096577,1.7304
Spain,1960,5037,30402413,1.6073
Spain,1961,5587,30729650,1.7445
Spain,1962,6083,31075475,1.93
Spain,1963,6639,31432768,1.8688
Spain,1964,6945,31791938,2.0233
Spain,1965,7420,32146255,2.2093
Spain,1966,7881,32491643,2.3888
Spain,1967,8215,32830180,2.6315
Spain,1968,8606,33168777,2.925
Spain,1969,9307,33517677,2.8861
Spain,1970,9511,33883749,3.4461
Spain,1971,9894,34267463,3.7487
Spain,1972,10796,34664234,4.1748
Spain,1973,11638,35069433,4.4186
Spain,1974,12388,35476435,4.8671
Spain,1975,12621,35879210,5.0462
Spain,1976,13053,36276748,5.451
Spain,1977,13342,36666770,5.3135
Spain,1978,13573,37040401,5.3864
Spain,1979,13681,37386810,5.4229
Spain,1980,14008,37698200,5.6743
Spain,1981,13895,37971968,5.4276
Spain,1982,14045,38209686,5.4593
Spain,1983,14237,38413300,5.296
Spain,1984,14308,38586704,5.1227
Spain,1985,14690,38733866,5.1617
Spain,1986,15237,38855631,4.8671
Spain,1987,16268,38954490,4.8649
Spain,1988,17272,39038686,5.058
Spain,1989,18359,39118555,5.7488
Spain,1990,19215,39202524,5.8974
Spain,1991,19958.06055,39299081,6.1307
Spain,1992,20329.16797,39410852,6.3392
Spain,1993,20056.53906,39533726,6.1013
Spain,1994,20673.95508,39660079,6.3966
Spain,1995,21522.09766,39787413,6.7222
Spain,1996,22185.06641,39908962,6.3866
Spain,1997,23113.61523,40035286,6.6796
Spain,1998,24284.86133,40201561,6.867
Spain,1999,25549.53906,40454472,7.4044
Spain,2000,26994.85938,40824745,7.6273
Spain,2001,28153.55273,41319431,7.5835
Spain,2002,28753.32227,41919593,7.9544
Spain,2003,29371.86523,42596455,7.9279
Spain,2004,30088.0918,43308345,8.1881
Spain,2005,30885.60156,44019118,8.3982
Spain,2006,31907.42383,44728561,8.0643
Spain,2007,32735.43359,45429071,8.1126
Spain,2008,32844.32422,46068811,7.3101
Spain,2009,31669.69141,46583566,6.3839
Spain,2010,31786.4043,46931011,6.0487
Spain,2011,31600,47084242,6.0472
Spain,2012,30699,47063059,5.9274
Spain,2013,30280,46930554,5.3851
Spain,2014,30819,46777927,5.4527
Spain,2015,31847,46671919,5.8214
Spain,2016,30110,46634131,5.5916
Spain,2017,30908.11914,46647425,5.8876
Spain,2018,31496.51953,46692863,5.7763
Spain,2019,,46736782,
Spain,2020,,46754783,
Sri Lanka,1952,2093,8256558,0.2347
Sri Lanka,1953,2071,8417112,0.2455
Sri Lanka,1954,2066,8591021,0.2077
Sri Lanka,1955,2131,8778441,0.1895
Sri Lanka,1956,2091,8978765,0.1579
Sri Lanka,1957,2067,9190652,0.2523
Sri Lanka,1958,2074,9412139,0.2071
Sri Lanka,1959,2048,9640820,0.2132
Sri Lanka,1960,2064,9874476,0.2285
Sri Lanka,1961,2050,10111639,0.2308
Sri Lanka,1962,2067,10352180,0.2474
Sri Lanka,1963,2058,10597516,0.2389
Sri Lanka,1964,2104,10849977,0.2093
Sri Lanka,1965,2118,11110825,0.2391
Sri Lanka,1966,2047,11380665,0.2337
Sri Lanka,1967,2181,11657650,0.2526
Sri Lanka,1968,2291,11937607,0.2713
Sri Lanka,1969,2329,12214948,0.3533
Sri Lanka,1970,2389,12485736,0.2878
Sri Lanka,1971,2322,12747831,0.2505
Sri Lanka,1972,2327,13002234,0.2721
Sri Lanka,1973,2378,13252033,0.278
Sri Lanka,1974,2418,13501931,0.217
Sri Lanka,1975,2434,13755141,0.2103
Sri Lanka,1976,2464,14012894,0.1997
Sri Lanka,1977,2582,14273495,0.2039
Sri Lanka,1978,2694,14533691,0.2364
Sri Lanka,1979,2815,14788866,0.2576
Sri Lanka,1980,2917,15035840,0.2254
Sri Lanka,1981,3049,15272822,0.2623
Sri Lanka,1982,3151,15501210,0.2882
Sri Lanka,1983,3268,15724641,0.3087
Sri Lanka,1984,3387,15948501,0.2415
Sri Lanka,1985,3484,16176282,0.2421
Sri Lanka,1986,3607,16408861,0.2231
Sri Lanka,1987,3590,16643955,0.2419
Sri Lanka,1988,3633,16878186,0.2048
Sri Lanka,1989,3677,17106752,0.2015
Sri Lanka,1990,3864,17325769,0.2211
Sri Lanka,1991,4214.981934,17535732,0.236
Sri Lanka,1992,4020.974121,17736827,0.2879
Sri Lanka,1993,4247.022949,17924827,0.2776
Sri Lanka,1994,4500.819824,18094474,0.3004
Sri Lanka,1995,4702.294922,18242917,0.3187
Sri Lanka,1996,5187.708984,18367290,0.3795
Sri Lanka,1997,5628.530273,18470897,0.4071
Sri Lanka,1998,5440.221191,18564595,0.4167
Sri Lanka,1999,5488.515625,18663293,0.4563
Sri Lanka,2000,5841.094238,18777606,0.5397
Sri Lanka,2001,5620.96582,18911727,0.546
Sri Lanka,2002,5721.308594,19062476,0.5743
Sri Lanka,2003,5963.569824,19224036,0.5698
Sri Lanka,2004,6191.966309,19387153,0.6266
Sri Lanka,2005,6491.198242,19544988,0.6107
Sri Lanka,2006,6904.036133,19695977,0.5987
Sri Lanka,2007,7283.632324,19842044,0.6124
Sri Lanka,2008,7622.408691,19983984,0.5998
Sri Lanka,2009,7796.647461,20123508,0.6433
Sri Lanka,2010,8319.703125,20261738,0.6441
Sri Lanka,2011,8918,20398496,0.7298
Sri Lanka,2012,9678,20532599,0.7694
Sri Lanka,2013,9928,20663053,0.7104
Sri Lanka,2014,10342,20788512,0.851
Sri Lanka,2015,10763,20908024,0.9485
Sri Lanka,2016,11149,21021177,1.0954
Sri Lanka,2017,11418.12891,21128028,1.09
Sri Lanka,2018,11662.90625,21228760,0.9891
Sri Lanka,2019,,21323734,
Sri Lanka,2020,,21413250,
Turkey,1952,2522,22508952,0.4653
Turkey,1953,2745,23081587,0.5617
Turkey,1954,2609,23668910,0.5675
Turkey,1955,2754,24270599,0.5611
Turkey,1956,2777,24886127,0.577
Turkey,1957,2920,25514825,0.6259
Turkey,1958,2973,26155927,0.613
Turkey,1959,3030,26808633,0.6413
Turkey,1960,3041,27472339,0.6115
Turkey,1961,3022,28146909,0.6161
Turkey,1962,3142,28832831,0.7493
Turkey,1963,3374,29531362,0.7666
Turkey,1964,3453,30244258,0.8697
Turkey,1965,3481,30972996,0.8831
Turkey,1966,3824,31717504,0.9933
Turkey,1967,3929,32477994,1.0308
Turkey,1968,4122,33256464,1.0905
Turkey,1969,4267,34055391,1.1379
Turkey,1970,4398,34876296,1.2209
Turkey,1971,4715,35720603,1.3336
Turkey,1972,4929,36587267,1.4683
Turkey,1973,5050,37472329,1.5828
Turkey,1974,5353,38370278,1.5879
Turkey,1975,5719,39277249,1.6656
Turkey,1976,6110,40189561,1.8253
Turkey,1977,6271,41108290,1.9733
Turkey,1978,6350,42039983,1.8248
Turkey,1979,6204,42994043,1.7453
Turkey,1980,6070,43975972,1.7103
Turkey,1981,6201,44988411,1.7601
Turkey,1982,6381,46025411,1.8731
Turkey,1983,6489,47073470,1.9079
Turkey,1984,6736,48114158,1.9725
Turkey,1985,6958,49133928,2.1505
Turkey,1986,7323,50128548,2.3064
Turkey,1987,7838,51100930,2.5135
Turkey,1988,8019,52053764,2.3961
Turkey,1989,7992,52992479,2.596
Turkey,1990,8606,53921758,2.8098
Turkey,1991,8658.37793,54840595,2.8807
Turkey,1992,9150.43457,55748946,2.9404
Turkey,1993,9865.300781,56653808,3.0185
Turkey,1994,9308.695313,57564209,2.9086
Turkey,1995,9962.536133,58486453,3.0931
Turkey,1996,10644.63379,59423278,3.3576
Turkey,1997,11432.43652,60372571,3.5116
Turkey,1998,11772.83008,61329665,3.4574
Turkey,1999,11151.67383,62287391,3.3362
Turkey,2000,11904.00781,63240196,3.6336
Turkey,2001,10950.99219,64192243,3.3257
Turkey,2002,11753.95313,65145357,3.3921
Turkey,2003,12380.20703,66089402,3.5782
Turkey,2004,13423.79492,67010929,3.6481
Turkey,2005,14487.75781,67903461,3.8908
Turkey,2006,15425.18848,68756809,4.0963
Turkey,2007,16090.83496,69581854,4.4945
Turkey,2008,16182.73242,70418612,4.3926
Turkey,2009,15188.41992,71321406,4.4217
Turkey,2010,16528.11914,72326992,4.3466
Turkey,2011,17919,73443254,4.6224
Turkey,2012,18170,74651046,4.7376
Turkey,2013,18788,75925454,4.5468
Turkey,2014,19277,77229262,4.6831
Turkey,2015,19836,78529413,4.8559
Turkey,2016,17906,79827868,5.0263
Turkey,2017,18995.82422,81116451,5.2434
Turkey,2018,19270.2207,82340090,5.094
Turkey,2019,,83429607,
Turkey,2020,,84339067,
UAE,1952,27490,69235,
UAE,1953,29358,72771,
UAE,1954,31695,76523,
UAE,1955,31374,79579,
UAE,1956,32481,81624,
UAE,1957,32329,82963,
UAE,1958,32473,84420,
UAE,1959,34153,87188,0.1261
UAE,1960,35758,92417,0.1189
UAE,1961,36949,100801,0.109
UAE,1962,38654,112112,0.1634
UAE,1963,39889,125130,0.1757
UAE,1964,40927,138049,0.1327
UAE,1965,41705,149855,0.1467
UAE,1966,42213,159979,0.1603
UAE,1967,42416,169768,5.3956
UAE,1968,42040,182620,6.8015
UAE,1969,40639,203103,100.9705
UAE,1970,39135,234512,64.9643
UAE,1971,39540,277463,76.2874
UAE,1972,39540,330968,70.8073
UAE,1973,39669,394625,77.5556
UAE,1974,45347,467457,66.9614
UAE,1975,40591,548295,56.6211
UAE,1976,40803,637926,62.1028
UAE,1977,41915,735347,52.698
UAE,1978,35936,835498,53.5652
UAE,1979,39534,931752,39.2234
UAE,1980,44168,1019507,36.1188
UAE,1981,42456,1096602,33.5281
UAE,1982,36635,1164816,31.5524
UAE,1983,32737,1228457,28.6705
UAE,1984,32135,1293970,35.6698
UAE,1985,29562,1366165,36.3445
UAE,1986,21949,1446386,32.5156
UAE,1987,21487,1533526,30.942
UAE,1988,20215,1627068,29.5597
UAE,1989,21072,1725676,31.3999
UAE,1990,22254,1828437,28.2776
UAE,1991,,1937159,29.2559
UAE,1992,,2052891,28.1345
UAE,1993,25558.75586,2173135,30.171
UAE,1994,28334.58203,2294377,31.6447
UAE,1995,31239.91797,2415099,28.9894
UAE,1996,34042.74219,2539121,28.6615
UAE,1997,38168.46484,2671361,27.3646
UAE,1998,39667.79297,2813214,28.6798
UAE,1999,42372.4375,2966029,26.144
UAE,2000,48888.03125,3134067,35.6684
UAE,2001,51263.375,3302722,30.457
UAE,2002,54077.46875,3478769,24.0597
UAE,2003,59823.26563,3711931,28.4539
UAE,2004,64925.67188,4068577,27.4793
UAE,2005,65599.05469,4588222,24.9503
UAE,2006,67830.92969,5300172,22.9686
UAE,2007,65412.80078,6168846,21.6027
UAE,2008,63862.08594,7089486,21.718
UAE,2009,58860.53516,7917368,20.9034
UAE,2010,60112.40234,8549998,21.1253
UAE,2011,65307,8946778,21.571
UAE,2012,68255,9141598,22.0474
UAE,2013,70791,9197908,22.3301
UAE,2014,72601,9214182,21.9148
UAE,2015,74746,9262896,23.3818
UAE,2016,75876,9360975,22.9321
UAE,2017,76643.5,9487206,17.7957
UAE,2018,76397.82031,9630966,16.0112
UAE,2019,,9770526,
UAE,2020,,9890400,
UK,1952,11303,50651273,10.4382
UK,1953,11709,50750980,10.6443
UK,1954,12145,50890911,10.8666
UK,1955,12541,51063907,11.2986
UK,1956,12639,51265885,11.2028
UK,1957,12779,51495703,11.0828
UK,1958,12698,51754668,10.7491
UK,1959,13134,52045664,10.5024
UK,1960,13780,52370595,11.1517
UK,1961,14118,52727763,11.1633
UK,1962,14131,53109400,11.1643
UK,1963,14583,53500721,11.2781
UK,1964,15251,53882751,11.2813
UK,1965,15545,54240855,11.4694
UK,1966,15757,54568868,11.3265
UK,1967,16018,54866529,10.7909
UK,1968,16593,55132603,11.0005
UK,1969,16820,55367950,11.3492
UK,1970,17162,55573455,11.7426
UK,1971,17440,55748534,11.8458
UK,1972,18002,55892412,11.5942
UK,1973,19168,56006290,11.7768
UK,1974,18903,56092059,11.003
UK,1975,18884,56152325,10.743
UK,1976,19311,56188348,10.6521
UK,1977,19740,56203598,10.7531
UK,1978,20448,56205910,10.7589
UK,1979,20988,56205087,11.4672
UK,1980,20612,56209164,10.3014
UK,1981,20319,56220739,9.9706
UK,1982,20650,56241408,9.748
UK,1983,21366,56276791,9.6929
UK,1984,21869,56332902,9.3925
UK,1985,22579,56413555,9.9201
UK,1986,23498,56522505,10.0589
UK,1987,24536,56658260,10.0897
UK,1988,25679,56812754,10.0381
UK,1989,26164,56974289,10.2077
UK,1990,26189,57134377,10.5076
UK,1991,25792.01367,57290792,10.62
UK,1992,25790.18555,57446041,10.3207
UK,1993,26349.3418,57602279,10.0454
UK,1994,27277.54297,57763382,9.9482
UK,1995,27861.21484,57932450,9.7798
UK,1996,28472.24805,58113554,10.1213
UK,1997,29259.76367,58307320,9.6443
UK,1998,30077.38477,58509972,9.7009
UK,1999,30932.53711,58715859,9.5563
UK,2000,31946.03711,58923305,9.6326
UK,2001,32660.44141,59124277,9.7475
UK,2002,33271.30078,59326294,9.4404
UK,2003,34232.42578,59561429,9.5947
UK,2004,34865.78125,59872760,9.5687
UK,2005,35623.625,60287953,9.454
UK,2006,36214.07031,60821349,9.3318
UK,2007,36816.67578,61455154,9.0999
UK,2008,36264.78906,62145098,8.7617
UK,2009,34402.35938,62828620,7.861
UK,2010,34754.47266,63459801,8.0623
UK,2011,34971,64021922,7.3327
UK,2012,35185,64525300,7.5554
UK,2013,35618,64984015,7.3462
UK,2014,36436,65423048,6.7032
UK,2015,36941,65860149,6.4127
UK,2016,37334,66297944,6.0234
UK,2017,37782.82813,66727463,5.8082
UK,2018,38058.08594,67141678,5.6878
UK,2019,,67530161,
UK,2020,,67886004,
USA,1952,16444,163266026,15.6253
USA,1953,16917,165909996,15.7485
USA,1954,16512,168736390,14.7527
USA,1955,17370,171685337,15.8916
USA,1956,17397,174705006,16.3694
USA,1957,17406,177751477,15.9526
USA,1958,16946,180788387,15.1942
USA,1959,17900,183786249,15.4078
USA,1960,18057,186720570,15.5159
USA,1961,18175,189569850,15.2276
USA,1962,18976,192313747,15.5668
USA,1963,19514,194932400,16.0378
USA,1964,20360,197408497,16.5348
USA,1965,21390,199733679,17.0194
USA,1966,22529,201895760,17.6884
USA,1967,22842,203905081,18.1715
USA,1968,23691,205805756,18.6618
USA,1969,24195,207659274,19.4305
USA,1970,23958,209513340,20.7121
USA,1971,24394,211384079,20.6508
USA,1972,25414,213269805,21.4413
USA,1973,26602,215178797,22.2365
USA,1974,26286,217114898,21.2828
USA,1975,25956,219081250,20.4401
USA,1976,27058,221086427,21.4738
USA,1977,28001,223135659,21.9122
USA,1978,29286,225223307,21.9389
USA,1979,29949,227339321,22.0303
USA,1980,29611,229476360,20.9533
USA,1981,30056,231636065,20.2308
USA,1982,29210,233821851,19.0191
USA,1983,30158,236030236,18.7653
USA,1984,32076,238256849,19.5668
USA,1985,33023,240499822,19.3446
USA,1986,33850,242763137,19.2087
USA,1987,34730,245052780,19.6915
USA,1988,35863,247372258,20.4157
USA,1989,36756,249725809,20.5502
USA,1990,36982,252120309,20.2818
USA,1991,36463.95703,254539371,19.8709
USA,1992,37240.30078,256990608,20.1077
USA,1993,37761.53516,259532130,20.2955
USA,1994,38807.28125,262241204,20.4347
USA,1995,39390.625,265163740,20.4459
USA,1996,40412.75,268335007,20.9089
USA,1997,41722.67188,271713634,20.9282
USA,1998,43072.75781,275175309,20.8269
USA,1999,44575.84766,278548148,20.839
USA,2000,45886.46875,281710914,21.3357
USA,2001,45878.00781,284607992,20.7474
USA,2002,46266.29688,287279312,20.7003
USA,2003,47157.99609,289815567,20.7437
USA,2004,48492.71875,292354663,20.913
USA,2005,49654.76172,294993509,20.7954
USA,2006,50489.85938,297758977,20.324
USA,2007,50901.74609,300608425,20.3953
USA,2008,50275.74609,303486022,19.4872
USA,2009,48452.93359,306307565,17.8847
USA,2010,49266.91406,309011469,18.3676
USA,2011,49675,311584051,17.7807
USA,2012,50394,314043885,16.9998
USA,2013,50863,316400539,17.3017
USA,2014,51664,318673422,17.3306
USA,2015,52591,320878312,16.7408
USA,2016,53015,323015992,16.2469
USA,2017,54007.76953,325084758,16.0197
USA,2018,55334.73828,327096263,16.434
USA,2019,,329064917,
USA,2020,,331002647,
